date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:07:46	24712/24712	---M-Z	200	added ('OK')	text/html	etag:%226080514b-13d5%22	https://bitcoin.org/es/recursos	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/recursos.html	(from https://bitcoin.org/es/)
15:07:46	44226/44226	---M-Z	200	added ('OK')	text/html	etag:%226080514b-1e71%22	https://bitcoin.org/es/intercambios	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/intercambios.html	(from https://bitcoin.org/es/)
15:07:47	27716/27716	---M-Z	200	added ('OK')	text/html	etag:%226080514b-1504%22	https://bitcoin.org/es/comunidad	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/comunidad.html	(from https://bitcoin.org/es/)
15:07:47	29689/29689	---M-Z	200	added ('OK')	text/html	etag:%226080514b-1afd%22	https://bitcoin.org/es/vocabulario	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/vocabulario.html	(from https://bitcoin.org/es/)
15:07:47	21187/21187	---M-Z	200	added ('OK')	text/html	etag:%226080514b-1180%22	https://bitcoin.org/es/eventos	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/eventos.html	(from https://bitcoin.org/es/)
15:07:47	25749/25749	---M-Z	200	added ('OK')	text/html	etag:%226080514b-15e4%22	https://bitcoin.org/es/descargar	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/descargar.html	(from https://bitcoin.org/es/)
15:07:48	28535/28535	---M-Z	200	added ('OK')	text/html	etag:%226080514b-1b94%22	https://bitcoin.org/es/innovacion	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/innovacion.html	(from https://bitcoin.org/es/)
15:07:48	25836/25836	---M-Z	200	added ('OK')	text/html	etag:%226080514b-1606%22	https://bitcoin.org/es/apoya-bitcoin	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/apoya-bitcoin.html	(from https://bitcoin.org/es/)
15:07:48	19956/19956	---M-Z	200	added ('OK')	text/html	etag:%226080514b-10d5%22	https://bitcoin.org/es/comprar	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/comprar.html	(from https://bitcoin.org/es/)
15:07:48	97839/97839	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d03%22	https://bitcoin.org/es/desarrollo	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/desarrollo.html	(from https://bitcoin.org/es/)
15:07:49	74476/74476	---M-Z	200	added ('OK')	text/html	etag:%226080514b-56b5%22	https://bitcoin.org/es/faq	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/faq.html	(from https://bitcoin.org/es/)
15:07:49	268525/268525	---M-Z	200	added ('OK')	text/html	etag:%226080514b-3d8f%22	https://bitcoin.org/es/elige-tu-monedero	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/elige-tu-monedero.html	(from https://bitcoin.org/es/)
15:07:49	26856/26856	---M-Z	200	added ('OK')	text/html	etag:%226080514b-182b%22	https://bitcoin.org/es/debes-saber	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/debes-saber.html	(from https://bitcoin.org/es/)
15:07:49	27474/27474	---M-Z	200	added ('OK')	text/html	etag:%226080514b-196c%22	https://bitcoin.org/es/legal	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/legal.html	(from https://bitcoin.org/es/)
15:07:50	45950/45950	---M-Z	200	added ('OK')	text/html	etag:%226080514b-340d%22	https://bitcoin.org/es/prensa	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/prensa.html	(from https://bitcoin.org/es/)
15:07:50	118539/118539	---M-Z	200	added ('OK')	text/html	etag:%226080514b-368a%22	https://bitcoin.org/es/sobre-nosotros	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/sobre-nosotros.html	(from https://bitcoin.org/es/)
15:07:50	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Apr%202021%2013:07:56%20GMT	https://bitcoin.org/css/TitilliumWeb-Regular.ttf	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/css/TitilliumWeb-Regular.ttf	(from https://bitcoin.org/css/main.css?1619021447)
15:07:51	6403/6403	---M--	200	added ('OK')	image/png	etag:%225f41a36d-1903%22	https://bitcoin.org/img/os/arm.png?1528322191	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/os/arm68bb.png	(from https://bitcoin.org/css/main.css?1619021447)
15:07:51	31908/31908	---M-Z	200	added ('OK')	text/html	etag:%226080514b-1df7%22	https://bitcoin.org/es/asegure-su-monedero	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/asegure-su-monedero.html	(from https://bitcoin.org/es/bitcoin-para-personas)
15:07:51	27179/27179	---M-Z	200	added ('OK')	text/html	etag:%226080514b-1809%22	https://bitcoin.org/es/proteja-su-privacidad	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/proteja-su-privacidad.html	(from https://bitcoin.org/es/bitcoin-para-personas)
15:07:51	21987/21987	---M-Z	200	added ('OK')	text/html	etag:%226080514b-11a7%22	https://bitcoin.org/es/gastar-bitcoin	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/gastar-bitcoin.html	(from https://bitcoin.org/es/como-empezar)
15:07:52	3123/3123	---M--	200	added ('OK')	image/png	etag:%225f61ff6e-c33%22	https://bitcoin.org/img/bo_tag/bo_tag.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/bo_tag/bo_tag5c0f.png	(from https://bitcoin.org/es/intercambios)
15:07:52	373/373	---M--	200	added ('OK')	image/png	etag:%225f41a36d-175%22	https://bitcoin.org/img/flags/PE.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/flags/PE5c0f.png	(from https://bitcoin.org/es/intercambios)
15:07:52	322/322	---M-Z	200	added ('OK')	application/javascript	etag:%225f41a36d-e3%22	https://bitcoin.org/js/loadMorePosts.js	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/js/loadMorePosts.js	(from https://bitcoin.org/es/eventos)
15:07:53	29308/29308	---M-Z	200	added ('OK')	text/css	etag:%225f41a36c-1bd3%22	https://bitcoin.org/css/jquery-ui.min.css	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/css/jquery-ui.min.css	(from https://bitcoin.org/es/descargar)
15:07:53	4194/4194	---M-Z	200	added ('OK')	application/javascript	etag:%226080514a-514%22	https://bitcoin.org/js/bitcoin-core.js	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/js/bitcoin-core.js	(from https://bitcoin.org/es/desarrollo)
15:07:54	69881/69881	---M--	200	added ('OK')	image/png	etag:%225f41a36c-110f9%22	https://bitcoin.org/img/faq/merchants_map.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/faq/merchants_map5c0f.png	(from https://bitcoin.org/es/faq)
15:07:54	14331/14331	---M--	200	added ('OK')	image/png	etag:%225f41a36c-37fb%22	https://bitcoin.org/img/faq/mobile_send.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/faq/mobile_send5c0f.png	(from https://bitcoin.org/es/faq)
15:07:54	33370/33370	---M--	200	added ('OK')	image/png	etag:%225f41a36c-825a%22	https://bitcoin.org/img/faq/mobile_receive.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/faq/mobile_receive5c0f.png	(from https://bitcoin.org/es/faq)
15:07:54	7999/7999	---M--	200	added ('OK')	image/png	etag:%225f41a36c-1f3f%22	https://bitcoin.org/img/faq/price_chart.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/faq/price_chart5c0f.png	(from https://bitcoin.org/es/faq)
15:07:55	7538/7538	---M--	200	added ('OK')	image/png	etag:%225f41a36d-1d72%22	https://bitcoin.org/img/wallet/armory.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/armory.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:55	188571/188571	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d68%22	https://bitcoin.org/es/wallets/desktop/windows/armory/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/windows/armory/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:55	1423/1423	---M--	200	added ('OK')	image/png	etag:%225f41a36d-58f%22	https://bitcoin.org/img/wallet/bitbox.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/bitbox.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:55	10292/10292	---M--	200	added ('OK')	image/png	etag:%225f41a36d-2834%22	https://bitcoin.org/img/wallet/bitcoincore.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/bitcoincore.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:56	14983/14983	---M--	200	added ('OK')	image/png	etag:%225f41a36d-3a87%22	https://bitcoin.org/img/wallet/bitcoinknots.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/bitcoinknots.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:56	188567/188567	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d66%22	https://bitcoin.org/es/wallets/desktop/mac/armory/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/mac/armory/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:56	12582/12582	---M--	200	added ('OK')	image/png	etag:%225f41a36d-3126%22	https://bitcoin.org/img/wallet/bitcoinwallet.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/bitcoinwallet.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:56	188569/188569	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d68%22	https://bitcoin.org/es/wallets/desktop/linux/armory/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/linux/armory/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:57	39216/39216	---M--	200	added ('OK')	image/png	etag:%225f41a36d-9930%22	https://bitcoin.org/img/wallet/bither.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/bither.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:57	185076/185076	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2bc1%22	https://bitcoin.org/es/wallets/hardware/bitbox/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/hardware/bitbox/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:57	5927/5927	---M--	200	added ('OK')	image/png	etag:%225f41a36d-1727%22	https://bitcoin.org/img/wallet/bitpay.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/bitpay.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:57	188511/188511	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d5e%22	https://bitcoin.org/es/wallets/desktop/windows/bitcoincore/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/windows/bitcoincore/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:57	9293/9293	---M--	200	added ('OK')	image/png	etag:%225f41a36d-244d%22	https://bitcoin.org/img/wallet/blw.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/blw.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:57	188507/188507	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d5b%22	https://bitcoin.org/es/wallets/desktop/mac/bitcoincore/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/mac/bitcoincore/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:58	21627/21627	---M--	200	added ('OK')	image/png	etag:%225f41a36d-547b%22	https://bitcoin.org/img/wallet/brd.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/brd.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:58	188509/188509	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d5d%22	https://bitcoin.org/es/wallets/desktop/linux/bitcoincore/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/linux/bitcoincore/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:58	188609/188609	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d86%22	https://bitcoin.org/es/wallets/desktop/windows/bitcoinknots/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/windows/bitcoinknots/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:58	188605/188605	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d82%22	https://bitcoin.org/es/wallets/desktop/mac/bitcoinknots/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/mac/bitcoinknots/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:59	188607/188607	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d84%22	https://bitcoin.org/es/wallets/desktop/linux/bitcoinknots/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/linux/bitcoinknots/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:59	3691/3691	---M--	200	added ('OK')	image/png	etag:%225f41a36d-e6b%22	https://bitcoin.org/img/wallet/coldcard.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/coldcard.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:59	6472/6472	---M--	200	added ('OK')	image/png	etag:%225f41a36d-1948%22	https://bitcoin.org/img/wallet/eclairmobile.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/eclairmobile.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:59	185326/185326	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2caf%22	https://bitcoin.org/es/wallets/mobile/android/bitcoinwallet/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/mobile/android/bitcoinwallet/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:59	188579/188579	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d1e%22	https://bitcoin.org/es/wallets/mobile/ios/bither/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/mobile/ios/bither/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:07:59	7293/7293	---M--	200	added ('OK')	image/png	etag:%225f41a36d-1c7d%22	https://bitcoin.org/img/wallet/edgewallet.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/edgewallet.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:00	8723/8723	---M--	200	added ('OK')	image/png	etag:%225f41a36d-2213%22	https://bitcoin.org/img/wallet/electrum.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/electrum.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:00	3803/3803	---M--	200	added ('OK')	image/png	etag:%225f41a36d-edb%22	https://bitcoin.org/img/wallet/keepkey.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/keepkey.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:00	188583/188583	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d1f%22	https://bitcoin.org/es/wallets/mobile/android/bither/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/mobile/android/bither/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:00	1470/1470	---M--	200	added ('OK')	image/png	etag:%225f41a36d-5be%22	https://bitcoin.org/img/wallet/ledgernanos.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/ledgernanos.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:00	4426/4426	---M--	200	added ('OK')	image/png	etag:%225f41a36d-114a%22	https://bitcoin.org/img/wallet/mycelium.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/mycelium.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:01	15594/15594	---M--	200	added ('OK')	image/png	etag:%226071e8ce-3cea%22	https://bitcoin.org/img/wallet/specterdesktop.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/specterdesktop.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:01	189587/189587	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d6b%22	https://bitcoin.org/es/wallets/desktop/windows/bither/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/windows/bither/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:01	189583/189583	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d6a%22	https://bitcoin.org/es/wallets/desktop/mac/bither/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/mac/bither/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:01	1562/1562	---M--	200	added ('OK')	image/png	etag:%225f41a36d-61a%22	https://bitcoin.org/img/wallet/trezormodelt.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/trezormodelt.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:01	189585/189585	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2d6b%22	https://bitcoin.org/es/wallets/desktop/linux/bither/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/linux/bither/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:01	1562/1562	---M--	200	added ('OK')	image/png	etag:%225f41a36d-61a%22	https://bitcoin.org/img/wallet/trezorone.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/trezorone.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:02	4481/4481	---M--	200	added ('OK')	image/png	etag:%2260064c5e-1181%22	https://bitcoin.org/img/wallet/unstoppable.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/unstoppable.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:02	188485/188485	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2cbb%22	https://bitcoin.org/es/wallets/mobile/android/bitpay/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/mobile/android/bitpay/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:02	4691/4691	---M--	200	added ('OK')	image/png	etag:%225f41a36d-1253%22	https://bitcoin.org/img/wallet/wasabi.png	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/wasabi.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:02	7538/7538	---M--	200	added ('OK')	image/png	etag:%225f41a36d-1d72%22	https://bitcoin.org/img/wallet/armory.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/armory5c0f.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:03	1423/1423	---M--	200	added ('OK')	image/png	etag:%225f41a36d-58f%22	https://bitcoin.org/img/wallet/bitbox.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/bitbox5c0f.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:03	188481/188481	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2cb9%22	https://bitcoin.org/es/wallets/mobile/ios/bitpay/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/mobile/ios/bitpay/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:03	10292/10292	---M--	200	added ('OK')	image/png	etag:%225f41a36d-2834%22	https://bitcoin.org/img/wallet/bitcoincore.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/bitcoincore5c0f.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:03	188461/188461	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2ca9%22	https://bitcoin.org/es/wallets/desktop/windows/bitpay/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/windows/bitpay/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:04	14983/14983	---M--	200	added ('OK')	image/png	etag:%225f41a36d-3a87%22	https://bitcoin.org/img/wallet/bitcoinknots.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/bitcoinknots5c0f.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:04	188457/188457	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2ca8%22	https://bitcoin.org/es/wallets/desktop/mac/bitpay/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/mac/bitpay/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:04	12582/12582	---M--	200	added ('OK')	image/png	etag:%225f41a36d-3126%22	https://bitcoin.org/img/wallet/bitcoinwallet.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/bitcoinwallet5c0f.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:04	188459/188459	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2ca9%22	https://bitcoin.org/es/wallets/desktop/linux/bitpay/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/desktop/linux/bitpay/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:04	39216/39216	---M--	200	added ('OK')	image/png	etag:%225f41a36d-9930%22	https://bitcoin.org/img/wallet/bither.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/bither5c0f.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:04	5927/5927	---M--	200	added ('OK')	image/png	etag:%225f41a36d-1727%22	https://bitcoin.org/img/wallet/bitpay.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/bitpay5c0f.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:05	185028/185028	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2c3d%22	https://bitcoin.org/es/wallets/mobile/android/blw/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/mobile/android/blw/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:05	9293/9293	---M--	200	added ('OK')	image/png	etag:%225f41a36d-244d%22	https://bitcoin.org/img/wallet/blw.png?1619021447	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/img/wallet/blw5c0f.png	(from https://bitcoin.org/es/elige-tu-monedero)
15:08:05	185354/185354	---M-Z	200	added ('OK')	text/html	etag:%226080514b-2c91%22	https://bitcoin.org/es/wallets/mobile/ios/brd/	C:/Mis%20lugares%20Web/bitcoin/bitcoin.org/es/wallets/mobile/ios/brd/index.html	(from https://bitcoin.org/es/elige-tu-monedero)
